No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
1915,Forest Farm White Post,http://environment.data.gov.uk/hydrology/id/measures/1bf63f04-c785-4714-b0cc-efb9b043f82f-gw-dipped-i-mAOD-qualified,,462375,357085,53.107308,-1.069711,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,73.24222565,qualified,494,14.54821755,15.33222565,13.49222565,10/1/1975,10/1/2023,49,27,No trend,-0.477696078,0.498462535,2,10/1/2019,10/1/2020,Midlands,199.7401517,1001,0.478624351
1916,Kynock Press,http://environment.data.gov.uk/hydrology/id/measures/f48290a2-6d8b-4a2f-985a-7b6b0a90d890-gw-dipped-i-mAOD-qualified,,407955,290685,52.513987,-1.884202,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,93.50708771,qualified,129,1.817785384,3.09708771,0.48708771,10/1/1985,10/1/2021,37,34,Slow increasing,-4.55,0.837150093,22,10/1/1991,10/1/2012,Midlands,5240.856285,501,0.634203588
1917,Barholm,,http://environment.data.gov.uk/hydrology/id/measures/2c4b2413-e35f-485e-9279-e4b284f25563-gw-logged-i-subdaily-mAOD-qualified,507805,310385,52.680438,-0.406787,Oolites,Rocks with essentially no groundwater,,22.82892227,no enough data,no enough data,,,,,,,,,,,,,,,,,
1918,Tolpuddle Ball,,http://environment.data.gov.uk/hydrology/id/measures/e9cdf4c2-7321-4a77-9fa2-5a36e947b455-gw-logged-i-subdaily-mAOD-qualified,381393,94999,50.754284,-2.265132,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,64.87397766,qualified,5184,15.17558593,19.22106099,12.83429016,10/1/2007,10/1/2022,16,16,Slow increasing,-2.483398765,0.190693701,1,10/1/2018,10/1/2018,South West,60.25716703,101,1.170675906
1919,Knolls,,http://environment.data.gov.uk/hydrology/id/measures/14d0d52a-95d5-4529-9590-9af1236ce0cb_26111-gw-logged-i-subdaily-mAOD-qualified,342265,317455,52.751601,-2.856813,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,81.05503845,qualified,4340,24.30844466,30.57503845,22.92720512,10/1/1992,10/1/2023,32,19,No trend,-1.892133431,0.523789929,3,10/1/1996,10/1/1998,Midlands,55.79083899,1001,0.683267009
1920,Knolls 2,,http://environment.data.gov.uk/hydrology/id/measures/14d0d52a-95d5-4529-9590-9af1236ce0cb_26141-gw-logged-i-subdaily-mAOD-qualified,342265,317505,52.75205,-2.856822,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,79.82911682,qualified,7119,21.98793583,32.32548046,20.46074182,10/1/1993,10/1/2023,31,26,No trend,1.318661347,0.025430925,29,10/1/1994,10/1/2022,Midlands,55.43851469,1001,0.683267009
1921,Oxtalls Farm,http://environment.data.gov.uk/hydrology/id/measures/a9399bf1-1b76-4bb1-8415-eb2e79c19604-gw-dipped-i-mAOD-qualified,,392285,201345,51.710778,-2.113052,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,175.8085175,qualified,539,92.1051316,97.4485175,83.7885175,10/1/1982,10/1/2023,42,42,No trend,-1.357142857,0.066779437,33,10/1/1990,10/1/2022,Thames,192.0542417,251,1.001397867
1922,Marsh Benham,http://environment.data.gov.uk/hydrology/id/measures/d3e05235-64a2-4722-87cb-c600d7b745a6-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/d3e05235-64a2-4722-87cb-c600d7b745a6-gw-logged-i-subdaily-mAOD-qualified,442635,168294,51.412066,-1.388352,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,102.4285431,qualified,7828,19.53903237,21.2085431,16.92058477,10/1/1970,10/1/2023,54,53,No trend,-0.436170227,0.054428942,19,10/1/2005,10/1/2023,Thames,232.6308766,51,0.314291031
1923,Jubilee Lodge,,http://environment.data.gov.uk/hydrology/id/measures/ad3a30bb-94c8-4b82-bef8-84354d3dd888-gw-logged-i-subdaily-mAOD-qualified,589082,282755,52.410105,0.778518,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,30.32757759,qualified,203,18.47499138,20.01757759,17.02757759,10/1/1998,10/1/2019,22,20,Slow decreasing,2.346666667,0.403203049,19,10/1/2000,10/1/2018,Anglian,276.1180423,5001,0.398934616
1924,Shottesbrooke Park,http://environment.data.gov.uk/hydrology/id/measures/342671cc-7801-4e3f-a85d-ff30db9de697-gw-dipped-i-mAOD-qualified,,484125,177305,51.488441,-0.789753,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,37.09844208,qualified,345,4.851804399,8.79844208,1.71844208,10/1/1977,10/1/2023,47,41,No trend,0.959199134,0.060099868,3,10/1/1984,10/1/1986,Thames,531.2494858,251,0.529766826
1925,Kenyon Lane,,http://environment.data.gov.uk/hydrology/id/measures/7e68291b-84f8-4cfa-b2ff-f671e6495d47-gw-logged-i-subdaily-mAOD-qualified,363110,396200,53.461234,-2.557077,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,39.114151,qualified,11451,40.28800799,47.55048433,28.954151,10/1/1967,10/1/2023,57,55,Slow increasing,-14.99296086,0.447654639,18,10/1/2005,10/1/2022,North West,1129.796643,101,0.563347289
1926,Springwell,http://environment.data.gov.uk/hydrology/id/measures/2e93901c-c507-49f2-83a0-91401845536b-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2e93901c-c507-49f2-83a0-91401845536b-gw-logged-i-subdaily-mAOD-qualified,428441,558607,54.921336,-1.557792,Fell Sandstone& Border Group,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,144.0254211,qualified,5420,142.3289062,198.8054211,135.5421294,10/1/2000,10/1/2023,24,19,Sudden upward change,-34.95940137,0.959220258,9,10/1/2000,10/1/2008,North East,2031.66622,1,0.49727926
1927,Woods Copse Forest Side,http://environment.data.gov.uk/hydrology/id/measures/410c0094-6abc-48bd-b0d7-e8b2d47cd0e8-gw-dipped-i-mAOD-qualified,,474855,112455,50.90672,-0.936743,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,85.85336304,qualified,613,50.66261263,56.59336304,40.73336304,10/1/1963,10/1/2023,61,61,No trend,-1.30690215,0.090081373,28,10/1/1996,10/1/2023,Southern,383.3150305,101,1.042003221
1928,Twydales Nafferton,http://environment.data.gov.uk/hydrology/id/measures/e54ee28c-5825-4584-86b2-2ed95ef7708d-gw-dipped-i-mAOD-qualified,,504530,459412,54.02012,-0.406026,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,31.12011719,qualified,523,14.65719176,17.79011719,10.27011719,10/1/1978,10/1/2023,46,43,No trend,0.128787879,0.032710471,1,10/1/2017,10/1/2017,North East,165.4006873,51,0.505568449
1929,Berden Hall,http://environment.data.gov.uk/hydrology/id/measures/e81b6424-57ce-49de-aff2-4bd6fb984c94-gw-dipped-i-mAOD-qualified,,546694,229548,51.945088,0.132866,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,107.5247955,qualified,811,37.24819871,43.0047955,31.7547955,10/1/1963,10/1/2023,61,60,No trend,0.400694444,0.002215352,37,10/1/1969,10/1/2005,Thames,157.9061975,101,0.358364703
1930,Wykeham 2,http://environment.data.gov.uk/hydrology/id/measures/fb6aa169-18cc-4a18-b897-d76aa619e738-gw-dipped-i-mAOD-qualified,,497498,482723,54.23093,-0.505798,Corallian Limestone,Rocks with essentially no groundwater,,29.34140015,qualified,271,0.02036694,1.30140015,-2.32859985,10/1/1995,10/1/2023,29,28,No trend,-1.484541847,0.040077834,3,10/1/2015,10/1/2017,North East,77.46583854,751,0.525341876
1931,Sutton Scotney,http://environment.data.gov.uk/hydrology/id/measures/27c4346a-533d-4499-af61-0dda6994d5c1-gw-dipped-i-mAOD-qualified,,445705,139405,51.152081,-1.347899,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,83.71517181,qualified,353,26.37837294,28.99517181,21.96517181,10/1/1986,10/1/2023,38,37,No trend,0.083931419,0.000558707,10,10/1/1987,10/1/1996,Southern,75.46708829,1,0.820900793
1932,Thelveton Hall,,http://environment.data.gov.uk/hydrology/id/measures/f29af75b-620e-42fb-8d3b-53f67b7ce17a-gw-logged-i-subdaily-mAOD-qualified,615579,280851,52.383226,1.166254,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,41.21478271,qualified,414,11.62353875,12.43478271,10.98478271,10/1/1971,10/1/2018,48,46,No trend,-0.591880342,0.141429395,28,10/1/1979,10/1/2006,Anglian,144.8057044,1001,0.20928462
1933,Hazely Down Farm,http://environment.data.gov.uk/hydrology/id/measures/ff07094c-55cb-4b4a-8467-36c369a0b10f-gw-dipped-i-mAOD-qualified,,450255,125285,51.024742,-1.284811,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,60.05947876,qualified,355,27.92508439,38.22947876,14.97947876,10/1/1992,10/1/2023,32,32,Slow increasing,-4.768217893,0.153409346,14,10/1/2010,10/1/2023,Southern,391.6313045,1,0.982702917
1934,Durweston,,http://environment.data.gov.uk/hydrology/id/measures/af6b896c-5b31-46f5-b09b-6382d5e13783-gw-logged-i-subdaily-mAOD-qualified,385555,109053,50.880783,-2.20669,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,50.10832214,no enough data,no enough data,,,,,,,,,,,,,,,,,
1935,Hook Bottom,http://environment.data.gov.uk/hydrology/id/measures/fdc343d9-fabb-4742-a557-44488a06ea4c-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/fdc343d9-fabb-4742-a557-44488a06ea4c-gw-logged-i-subdaily-mAOD-qualified,474072,425765,53.723029,-0.878905,Triassic Sandstone,,,4.937925816,same coordinate,7512,5.494396963,6.237925816,4.737925816,10/1/1994,10/1/2022 0:00,29,29,,,,,,,,,,
1936,Swarraton,http://environment.data.gov.uk/hydrology/id/measures/c039d2e6-2bd8-43f3-8bf9-7f1001471b2e-gw-dipped-i-mAOD-qualified,,456955,137055,51.129945,-1.187438,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,96.34292603,qualified,490,21.4331097,22.52292603,20.19292603,10/1/1967,10/1/2023,57,52,No trend,1.416666667,0.457335991,29,10/1/1967,10/1/1995,Southern,79.66336867,1,0.958825789
1937,Ashill,http://environment.data.gov.uk/hydrology/id/measures/b40df322-959a-43fb-a928-9f17b6aefbe2-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b40df322-959a-43fb-a928-9f17b6aefbe2-gw-logged-i-subdaily-mAOD-qualified,308909,111826,50.898699,-3.296684,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,109.975708,qualified,7112,7.757781779,8.705708,6.6153955,10/1/1986,10/1/2020,35,35,No trend,-1.144792998,0.152299323,32,10/1/1989,10/1/2020,South West,79.39084546,51,1.125796925
1938,Bircham Newton,http://environment.data.gov.uk/hydrology/id/measures/d069a6a2-06fe-407d-95ed-7e5eb09bcf35-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/d069a6a2-06fe-407d-95ed-7e5eb09bcf35-gw-logged-i-subdaily-mAOD-qualified,577299,334187,52.875921,0.633092,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,74.33886719,qualified,1434,32.75229742,37.14886719,27.91159446,10/1/1998,10/1/2023,26,26,Slow decreasing,9.177495348,0.248598553,8,10/1/2000,10/1/2007,Anglian,44.73743506,1001,0.47820811
1939,Barrow Haven,http://environment.data.gov.uk/hydrology/id/measures/26bf72ed-dd00-4c94-9ac8-036c502e5455-gw-dipped-i-mAOD-qualified,,506975,423185,53.694149,-0.381334,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,2.177226543,negative groundwater depth,423,-0.051875112,2.837226543,-2.312773457,10/1/1976,10/1/2023 0:00,48,43,,,,,,,,,,
1940,Wintershill Chalk,http://environment.data.gov.uk/hydrology/id/measures/885836f9-c09b-4612-87f1-925eb3fde5ad-gw-dipped-i-mAOD-qualified,,453848,118214,50.96084,-1.234631,Chalk,Rocks with essentially no groundwater,,40.08389282,qualified,170,1.839745761,6.26389282,-1.86610718,10/1/2000,10/1/2023,24,20,Slow increasing,-6.375487013,0.069434961,20,10/1/2004,10/1/2023,Southern,393.5306886,101,0.122664114
1941,Bartlow junction,http://environment.data.gov.uk/hydrology/id/measures/98b37a90-c00a-4424-acf5-697e6b321183-gw-dipped-i-mAOD-qualified,,558975,246733,52.096095,0.319366,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,60.9175415,qualified,237,13.36268918,16.8075415,10.7375415,10/1/1998,10/1/2023,26,24,Slow decreasing,4.861354776,0.139130986,18,10/1/2001,10/1/2018,Anglian,84.07246244,5001,0.277019
1942,Layton House,http://environment.data.gov.uk/hydrology/id/measures/05c8505a-5ec3-4885-9249-2786b3e056df-gw-dipped-i-mAOD-qualified,,437882,527173,54.638246,-1.414595,Magnesian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,92.59355164,qualified,484,68.54660949,79.85355164,51.17355164,10/1/1968,10/1/2023,56,42,Slow increasing,-31.54487179,0.895988014,36,10/1/1975,10/1/2010,North East,107.0522046,251,0.34193828
1943,Lower Hare Park,http://environment.data.gov.uk/hydrology/id/measures/9d8f2dca-aa2e-4782-864a-258d676ee0ff-gw-dipped-i-mAOD-qualified,,559421,259098,52.207041,0.331669,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,43.96789169,qualified,230,25.58128299,33.20789169,15.59789169,10/1/1998,10/1/2023,26,23,Slow decreasing,7.097222222,0.058904001,18,10/1/2001,10/1/2018,Anglian,137.1639271,5001,0.267200204
1944,Keepers Lodge Wherwell,http://environment.data.gov.uk/hydrology/id/measures/a9b6e276-a0ae-45fc-82f2-3f7ea507d7e3-gw-dipped-i-mAOD-qualified,,438157,142646,51.181774,-1.455469,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,84.67828369,no enough data,no enough data,,,,,,,,,,,,,,,,,
1945,Lakenheath,,http://environment.data.gov.uk/hydrology/id/measures/3cb3d09f-5bf7-460d-945b-051dee701e4f-gw-logged-i-subdaily-mAOD-qualified,570167,282683,52.415663,0.500692,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,0.056406248,no enough data,no enough data,,,,,,,,,,,,,,,,,
1946,Keelby,http://environment.data.gov.uk/hydrology/id/measures/d466c4c3-dd1a-4862-9489-a093f221265a-gw-dipped-i-mAOD-qualified,,517355,409105,53.565429,-0.229512,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,19.98529053,qualified,301,6.458778902,12.71529053,2.52529053,10/1/1992,10/1/2023,32,28,No trend,-1.64280303,0.061102226,32,10/1/1992,10/1/2023,Anglian,125.6112458,1001,0.43838227
1947,Winterbourne Houghton,http://environment.data.gov.uk/hydrology/id/measures/d520b7ed-05d0-4609-b5e6-34b9f2019f93-gw-dipped-i-mAOD-qualified,,381449,104179,50.836837,-2.264805,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,116.9338684,qualified,211,7.772873139,14.5238684,-0.1161316,10/1/2004,10/1/2023,20,20,Slow increasing,-7.110966811,0.089057073,20,10/1/2004,10/1/2023,South West,49.62500127,101,1.324739608
1948,Norton Top,http://environment.data.gov.uk/hydrology/id/measures/6c99401a-1ef4-4dc6-a52d-a013d9770b67-gw-dipped-i-mAOD-qualified,,548880,102726,50.804966,0.111545,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,115.2001038,qualified,421,113.7031442,115.3001038,111.5401038,10/1/1981,10/1/2023,43,43,No trend,-0.748888889,0.076579604,10,10/1/2014,10/1/2023,Southern,480.1515017,1,0.81686409
1949,Filston Farm,http://environment.data.gov.uk/hydrology/id/measures/5c6c1ed3-3994-4b9b-8fc4-54d19b284b52-gw-dipped-i-mAOD-qualified,,551601,160674,51.324964,0.174399,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,54.92785263,qualified,498,1.515463072,3.46785263,-0.39214737,10/1/1992,10/1/2023,32,32,No trend,0.163528139,0.001223117,22,10/1/2000,10/1/2021,Southern,445.9137625,1,0.615663793
1950,Watch Hill,http://environment.data.gov.uk/hydrology/id/measures/1218633f-96e8-4c60-9ea1-5b26f8fcc223-gw-dipped-i-mAOD-qualified,,461375,359085,53.125399,-1.084265,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,106.7492981,qualified,1061,37.08143759,40.1792981,34.2992981,10/1/1969,10/1/2023,55,55,Slow decreasing,4.00995671,0.58136597,24,10/1/1969,10/1/1992,Midlands,300.8568062,2501,0.499981992
1951,The Spinney,http://environment.data.gov.uk/hydrology/id/measures/a5ab96ce-58e5-4994-b303-1c5caf14c604-gw-dipped-i-mAOD-qualified,,616935,311005,52.653349,1.205803,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,17.54727745,qualified,756,8.137475863,9.30727745,6.53727745,10/1/1952,10/1/2023,72,67,No trend,-0.363333333,0.048012082,72,10/1/1952,10/1/2023,Anglian,1185.88549,1001,0.491306425
1952,Hixham Hall,http://environment.data.gov.uk/hydrology/id/measures/0f2641fe-0f9d-4ac5-9452-28bcebd639e3-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/0f2641fe-0f9d-4ac5-9452-28bcebd639e3-gw-logged-i-subdaily-mAOD-qualified,545340,226750,51.920304,0.112,Chalk,Low productivity aquifer,Significant intergranular flow,110.9561157,qualified,1742,38.1871182,43.0261157,33.0661157,10/1/1963,10/1/2022,60,59,No trend,1.374059783,0.015670081,40,10/1/1979,10/1/2018,Thames,192.302946,101,0.106031811
1953,Upper Bevendean,http://environment.data.gov.uk/hydrology/id/measures/8df4a338-7233-4430-8723-4ed00ee2b22d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/8df4a338-7233-4430-8723-4ed00ee2b22d-gw-logged-i-subdaily-mAOD-qualified,534991,106689,50.843983,-0.083987,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,86.63684082,qualified,2970,32.17641718,39.14684082,19.93642415,10/1/1979,10/1/2023,45,41,No trend,-0.071294546,0.144802704,2,10/1/2022,10/1/2023,Southern,2154.016953,1,0.843160492
1954,Baydon Hole,http://environment.data.gov.uk/hydrology/id/measures/1b80651b-539a-42e5-aee2-b876dde28789-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/1b80651b-539a-42e5-aee2-b876dde28789-gw-logged-i-subdaily-mAOD-qualified,429571,178713,51.506575,-1.575319,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,163.2089691,qualified,8499,23.36538188,30.6863441,9.935927433,10/1/1973,10/1/2023,51,50,No trend,1.024488613,0.004059324,10,10/1/1990,10/1/1999,Thames,59.95205823,51,0.926725116
1955,Stonehouse,,http://environment.data.gov.uk/hydrology/id/measures/5ccb1b59-d0c9-4605-8050-bb9ee8612756-gw-logged-i-subdaily-mAOD-qualified,359615,323015,52.803158,-2.600468,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,71.06117249,qualified,1044,3.114650541,3.70117249,1.72117249,10/1/1981,10/1/2022,42,42,No trend,0.879347826,0.063238847,42,10/1/1981,10/1/2022,Midlands,71.19730999,1001,0.228916203
1956,Roud,http://environment.data.gov.uk/hydrology/id/measures/e8d64459-6ddb-4af8-835a-783905958a51-gw-dipped-i-mAOD-qualified,,451475,79785,50.61551,-1.273788,Lower Greensand,Highly productive aquifer,Significant intergranular flow,42.23931122,qualified,1161,4.898252506,5.63931122,4.12931122,10/1/1977,10/1/2023,47,46,No trend,-0.19516129,0.183421488,1,10/1/2012,10/1/2012,Southern,169.4790957,251,0.75709205
1957,Coleby,http://environment.data.gov.uk/hydrology/id/measures/4000ef7b-d97a-4be1-9926-b616eb6fb808-gw-dipped-i-mAOD-qualified,,500795,361435,53.140531,-0.494617,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,55.14783478,qualified,576,8.290404224,9.37783478,7.05783478,10/1/1974,10/1/2023,50,46,No trend,-0.166666667,0.09123421,33,10/1/1990,10/1/2022,Anglian,137.1023227,751,0.274050195
1958,Pim Hill,,http://environment.data.gov.uk/hydrology/id/measures/7aaf402b-ebb0-4e52-b1ad-604c3a857eba-gw-logged-i-subdaily-mAOD-qualified,348655,320295,52.777775,-2.762597,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,102.0467377,no enough data,no enough data,,,,,,,,,,,,,,,,,
1959,Chells Manor,http://environment.data.gov.uk/hydrology/id/measures/f55d4183-3033-4d79-8ff9-50462b931ff8-gw-dipped-i-mAOD-qualified,,526660,225310,51.911922,-0.159994,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,118.6923294,qualified,437,39.52823329,43.3723294,36.9023294,10/1/1981,10/1/2023,43,42,No trend,0.315454545,0.029772819,6,10/1/1982,10/1/1987,Thames,1235.712046,101,0.469346453
1960,Monkton Farleigh,http://environment.data.gov.uk/hydrology/id/measures/dc6134b6-3a36-4cd2-a352-bd861565dd19-gw-dipped-i-mAOD-qualified,,381204,165090,51.384536,-2.271477,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,116.5248566,qualified,161,30.75050877,40.3248566,17.0648566,10/1/2007,10/1/2023,17,17,Slow increasing,-16.0625,0.317972234,5,10/1/2019,10/1/2023,South West,355.2173557,51,0.113481629
1961,Little Bradley,http://environment.data.gov.uk/hydrology/id/measures/6440d0dc-0b0b-410e-a916-db95525b6997-gw-dipped-i-mAOD-qualified,,567946,251851,52.139418,0.452724,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,70.88093567,qualified,584,2.2105093,6.65093567,0.61093567,10/1/1985,10/1/2023,39,37,No trend,0.691684134,0.318438224,2,10/1/1987,10/1/1988,Anglian,81.87849239,1001,0.088557112
1962,Lower Austin Lodge,http://environment.data.gov.uk/hydrology/id/measures/fa226eed-fed2-441b-b952-abbead106e59-gw-dipped-i-mAOD-qualified,,553810,163780,51.352279,0.207418,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,67.1762085,qualified,661,20.60254738,24.0962085,15.1562085,10/1/1962,10/1/2022,61,59,No trend,0.390782313,0.013087821,23,10/1/1968,10/1/1990,Southern,319.8147828,1,0.602623581
1963,Lodge Farm Thelnetham,http://environment.data.gov.uk/hydrology/id/measures/e003a4ac-45ea-4142-b0a7-253011f33164-gw-dipped-i-mAOD-qualified,,601285,277705,52.360416,0.954648,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,30.72333908,qualified,226,6.582188638,7.30333908,5.61333908,10/1/1998,10/1/2019,22,22,No trend,1.567142857,0.314120274,19,10/1/2000,10/1/2018,Anglian,80.19675842,5001,0.282394229
1964,White Gates Farm,http://environment.data.gov.uk/hydrology/id/measures/a2fa563e-9f8a-4590-8820-a78c024f8ef4-gw-dipped-i-mAOD-qualified,,582923,165092,51.355446,0.625737,Chalk,Moderately productive aquifer,Significant intergranular flow,34.03531265,qualified,431,25.05197158,27.71531265,20.66531265,10/1/1982,10/1/2019,38,38,No trend,-1.566666667,0.137482534,1,10/1/2007,10/1/2007,Southern,1077.042372,251,0.290712255
1965,Bridge Cottage,http://environment.data.gov.uk/hydrology/id/measures/6ac902c7-e8c1-40fc-a6d2-4c648168ad22-gw-dipped-i-mAOD-qualified,,427455,143755,51.192358,-1.608492,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,95.02534485,qualified,419,14.62937826,21.22534485,5.40534485,10/1/1967,10/1/2023,57,51,No trend,0.46090535,0.021875171,2,10/1/1982,10/1/1983,Southern,121.0873187,1,0.886917397
1966,Frankbrook,,http://environment.data.gov.uk/hydrology/id/measures/159db85a-9154-493b-babb-90964b7d7841_26119-gw-logged-i-subdaily-mAOD-qualified,343115,319825,52.772994,-2.844633,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,73.025177,qualified,6956,16.73137067,21.38169874,15.76584367,10/1/1992,10/1/2023,32,26,No trend,0.172198289,0.003548056,32,10/1/1992,10/1/2023,Midlands,55.17433542,1001,0.374659501
1967,Frankbrook,http://environment.data.gov.uk/hydrology/id/measures/159db85a-9154-493b-babb-90964b7d7841_0136GW-gw-dipped-i-mAOD-qualified,,343145,319795,52.772728,-2.844184,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,68.81440735,qualified,560,11.13164842,13.06440735,10.17440735,10/1/1974,10/1/2022,49,44,No trend,1.874854312,0.475846702,42,10/1/1981,10/1/2022,Midlands,55.15803036,1001,0.374659501
1968,Thornton Hough,,http://environment.data.gov.uk/hydrology/id/measures/55cbe991-a96e-4ef2-812c-35319509ee80-gw-logged-i-subdaily-mAOD-qualified,331168,381290,53.324025,-3.034847,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,43.61977005,qualified,10185,16.2810515,20.14877005,13.20777005,10/1/1985,10/1/2022,38,36,Slow increasing,-14.49106485,0.830029778,27,10/1/1995,10/1/2021,North West,1052.035285,101,0.570922358
1969,Halling,http://environment.data.gov.uk/hydrology/id/measures/bb36d385-dd0a-48a9-bf79-c201dec2daaa-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/bb36d385-dd0a-48a9-bf79-c201dec2daaa-gw-logged-i-subdaily-mAOD-qualified,570511,164282,51.352027,0.447271,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.55519104,qualified,4137,3.185180377,4.51519104,1.55231604,10/1/1982,10/1/2023,42,42,No trend,-1.356350196,0.1344628,41,10/1/1983,10/1/2023,Southern,1007.414651,251,0.557336219
1970,Glebelands,http://environment.data.gov.uk/hydrology/id/measures/71d6d60a-d36a-400c-9031-1a4cb3791d93-gw-dipped-i-mAOD-qualified,,440478,465078,54.080025,-1.382795,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,40.53210449,qualified,586,19.29482463,20.65210449,18.00210449,10/1/1975,10/1/2023,49,49,No trend,0.335103187,0.225731243,2,10/1/1988,10/1/1989,North East,93.44471789,251,0.460243582
1971,Illington Belt,,http://environment.data.gov.uk/hydrology/id/measures/db26a2f1-1763-4e5a-9181-c08aa262ad39-gw-logged-i-subdaily-mAOD-qualified,594825,288803,52.462395,0.866365,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,37.49933624,qualified,3732,12.33238111,14.63437791,9.01433624,10/1/1998,10/1/2020,23,23,Slow decreasing,3.794351782,0.230851221,4,10/1/2002,10/1/2005,Anglian,58.90578601,5001,0.400519053
1972,Shefford Woodlands,http://environment.data.gov.uk/hydrology/id/measures/a25a516b-596b-4b82-9b32-ee25a4104248-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/a25a516b-596b-4b82-9b32-ee25a4104248-gw-logged-i-subdaily-mAOD-qualified,436550,173140,51.456061,-1.475342,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,165.987381,qualified,1517,60.56577508,64.467381,54.687381,10/1/1968,10/1/2022,55,53,No trend,0.012532468,0.066411366,2,10/1/2021,10/1/2022,Thames,77.87529999,51,0.854693134
